crime_risk,lighting_score,traffic_level,time_risk,road_risk,distance,risk
93.69,83.52,80.66,99.15,38.08,1255.85,1
60.65,42.96,65.17,86.3,20.81,349.83,0
71.04,96.67,28.46,32.07,65.16,1638.18,0
71.36,97.98,32.69,76.88,11.24,1041.25,0
99.28,12.93,94.73,22.22,44.78,137.91,1
34.15,36.77,86.06,38.45,59.62,1600.89,0
16.29,60.03,35.95,69.72,83.37,1580.91,0
51.92,8.48,37.33,96.89,72.46,974.48,1
53.32,38.27,29.77,43.92,94.29,1467.6,0
17.79,26.12,32.61,49.58,67.99,99.49,0
61.31,95.21,86.07,22.02,34.92,649.85,0
1.41,41.16,1.05,40.32,23.17,1352.98,0
92.77,76.27,43.61,6.3,5.66,476.6,0
26.46,38.67,94.28,85.86,27.76,911.81,0
3.96,13.18,54.26,2.33,13.68,1865.25,0
10.82,86.32,45.04,68.35,36.92,1656.97,0
24.02,0.04,31.24,27.32,70.26,1124.83,0
27.39,5.59,7.39,47.61,69.2,1161.9,0
3.28,36.44,22.45,28.16,31.82,1776.27,0
27.94,68.69,9.05,40.01,50.86,1728.86,0
19.29,34.17,12.67,54.68,21.68,194.83,0
37.86,6.63,16.35,64.09,50.3,941.84,0
38.52,31.78,30.2,94.03,51.01,397.89,0
33.9,24.5,1.1,33.22,30.13,184.78,0
32.79,0.54,95.01,58.49,25.95,598.94,0
8.97,53.48,12.38,90.17,97.96,1229.07,0
2.52,11.66,38.31,29.02,53.71,1592.85,0
20.21,28.75,87.95,86.5,56.21,1826.7,0
75.66,64.12,10.66,95.76,0.78,857.45,0
99.08,72.51,48.36,84.75,18.18,856.2,0
92.85,26.35,84.48,56.99,35.66,323.44,1
50.42,32.92,55.7,72.21,96.6,405.79,1
53.18,24.69,21.03,48.11,17.52,222.94,0
31.46,95.69,73.55,59.73,30.33,1952.28,0
77.39,19.05,68.13,97.45,99.02,272.64,1
76.48,18.32,36.22,25.11,48.11,1518.15,0
84.43,44.5,4.63,79.25,31.84,649.17,0
89.55,18.93,0.79,50.62,63.44,1083.55,0
43.43,15.67,82.54,17.69,49.63,1747.97,0
76.69,9.59,32.16,64.35,95.74,1873.61,1
80.64,64.02,13.78,79.24,8.32,495.66,0
30.85,61.21,51.86,56.88,79.05,1824.31,0
92.92,65.02,92.08,83.74,27.91,519.06,1
9.43,77.33,0.85,36.59,80.67,1613.5,0
99.43,32.64,5.61,91.38,84.77,50.2,1
77.01,91.84,41.7,64.83,84.92,1079.76,0
9.33,73.32,67.6,80.32,86.67,1457.11,0
65.62,80.47,47.61,27.3,71.81,1681.1,0
3.42,72.1,89.75,44.61,14.24,1685.44,0
77.02,35.85,4.41,90.96,5.19,611.76,0
79.92,28.3,34.01,5.09,34.08,1709.24,0
60.24,42.25,35.13,40.4,49.51,660.82,0
85.69,9.7,34.01,78.03,30.26,482.86,0
9.79,45.13,48.77,74.38,74.22,22.92,0
27.59,4.31,79.06,85.16,72.24,486.72,0
41.42,0.39,31.79,73.94,97.19,254.51,1
4.25,93.15,74.45,94.71,40.06,1356.37,0
44.82,68.93,14.65,49.83,78.57,306.68,0
26.52,56.18,56.07,62.43,74.12,1179.06,0
39.27,34.11,37.51,84.77,98.87,270.41,0
42.51,57.05,53.92,70.17,77.36,1414.75,0
87.94,89.16,10.77,10.21,28.36,585.38,0
27.03,65.24,95.35,36.7,1.53,631.22,0
89.37,60.25,90.62,55.26,96.82,1287.96,1
42.6,46.02,82.64,75.47,71.61,1879.11,1
32.78,34.57,89.28,54.36,81.26,1983.37,1
50.25,69.85,14.67,77.75,79.32,727.38,0
41.77,98.1,50.37,83.76,73.58,1893.73,0
25.74,42.48,31.79,26.51,75.15,1232.4,0
50.27,39.22,88.74,61.61,92.95,1814.81,1
15.18,42.81,18.94,55.71,91.41,75.15,0
35.19,42.55,21.99,22.73,37.92,85.68,0
56.58,99.06,68.67,48.99,3.1,167.66,0
41.34,70.68,8.89,54.86,3.87,1612.7,0
82.39,35.92,73.24,81.73,44.66,293.15,1
25.67,37.15,26.81,46.1,83.5,369.64,0
96.98,43.08,66.09,8.09,84.76,1179.09,1
78.47,3.67,87.3,48.73,40.44,1915.74,1
96.76,52.78,60.96,83.8,30.16,1142.88,0
83.81,81.14,21.27,57.13,50.66,1470.54,0
14.21,66.06,4.92,31.89,83.25,391.71,0
52.65,19.84,4.46,92.1,63.65,1830.06,0
17.0,72.8,8.88,15.57,13.98,130.64,0
81.82,71.95,57.98,32.69,36.22,579.98,0
58.42,26.25,34.82,43.71,55.54,918.37,0
26.34,62.29,24.31,73.8,53.83,467.82,0
92.96,61.09,21.93,83.57,83.06,1334.25,1
11.52,83.98,94.86,5.86,93.22,1364.01,0
56.39,13.61,11.88,79.2,10.05,439.48,0
72.1,19.48,30.48,72.05,22.44,37.01,0
5.88,48.6,47.15,89.47,39.22,167.15,0
59.79,4.41,0.04,90.04,29.64,20.85,0
81.59,41.56,92.1,77.75,40.83,1812.68,1
6.75,78.82,9.91,19.02,4.07,1250.9,0
51.22,14.87,68.25,31.39,6.6,294.1,0
25.86,45.99,62.89,93.63,83.84,203.18,0
66.29,98.98,80.91,59.82,10.26,1638.84,0
11.87,50.59,65.14,53.88,82.41,1625.86,0
93.71,49.83,76.94,91.57,30.65,1856.21,1
89.47,55.88,42.12,87.42,30.92,335.36,0
18.6,18.6,48.87,72.75,10.07,1054.1,0
32.33,14.72,70.17,88.23,1.33,260.52,0
58.76,67.74,56.84,11.38,35.53,1595.37,0
71.81,39.58,51.15,75.75,83.54,836.72,1
44.27,28.99,20.56,96.56,92.0,1397.73,1
15.63,3.14,25.81,4.9,6.16,80.02,0
10.42,84.61,35.85,22.3,3.09,1560.3,0
99.98,3.23,0.93,79.4,15.88,474.38,0
45.54,75.0,41.74,52.0,76.63,1688.75,0
87.25,38.2,0.28,8.66,20.49,388.0,0
48.24,59.87,56.5,26.8,23.08,1584.39,0
92.24,24.77,70.4,32.41,88.89,285.53,1
8.78,15.54,56.21,32.11,87.49,1333.57,0
11.4,53.34,69.35,87.77,67.03,1562.93,0
92.96,69.56,0.0,66.2,16.4,784.74,0
94.75,19.55,5.94,73.49,38.11,503.78,0
31.47,43.64,69.85,1.36,23.62,702.16,0
35.52,44.47,80.29,42.75,67.18,607.25,0
45.25,21.6,71.77,31.78,77.99,1273.47,0
41.62,56.5,66.3,85.19,14.21,108.23,0
19.0,14.59,70.74,95.39,89.8,102.04,1
89.84,50.97,73.96,42.33,46.28,589.79,1
25.33,11.34,72.44,97.31,79.5,568.41,1
70.53,48.55,73.8,1.44,5.16,370.6,0
6.72,31.16,7.4,32.57,36.06,1439.29,0
3.88,45.22,6.33,77.49,1.48,67.05,0
65.37,43.37,36.11,36.01,71.85,1849.98,0
33.9,90.79,52.76,92.1,7.95,1519.82,0
65.55,48.99,76.26,21.85,33.83,817.86,0
9.4,81.85,33.47,79.57,78.17,1720.69,0
94.99,22.57,27.51,20.17,74.9,1243.94,1
74.85,35.21,78.14,19.71,64.03,1149.05,0
87.63,7.51,24.93,44.57,69.4,639.78,1
13.65,42.07,82.08,94.49,65.12,1332.95,0
32.02,66.87,17.71,58.55,64.13,296.6,0
36.83,83.82,35.95,63.5,34.97,1059.3,0
53.72,56.59,40.11,0.97,2.82,249.9,0
29.69,64.01,29.95,5.66,44.18,901.39,0
6.06,17.73,0.34,6.69,4.55,1240.22,0
36.89,3.72,23.55,81.96,46.89,327.9,0
25.45,79.17,33.77,23.69,46.41,459.8,0
38.59,16.7,31.36,32.88,17.87,1630.25,0
19.7,9.12,78.56,61.0,78.43,526.31,0
26.19,93.76,4.74,58.4,70.42,209.2,0
62.7,96.35,38.89,41.05,55.95,674.77,0
38.82,61.63,3.75,0.43,92.59,1871.58,0
34.54,37.86,93.06,44.96,28.72,1393.69,0
53.39,83.32,79.02,73.89,26.2,1159.36,0
77.19,20.47,98.22,23.52,18.34,1684.03,0
37.89,42.94,91.02,70.84,54.44,1327.17,0
58.75,35.7,31.58,1.52,20.54,1626.07,0
96.62,91.27,69.16,90.8,86.89,1321.17,1
52.2,91.98,30.66,95.0,30.43,1731.23,0
90.98,65.09,88.82,0.25,49.09,1255.54,0
79.37,11.07,41.08,45.78,52.95,544.45,0
5.87,48.22,37.59,41.38,30.76,101.41,0
42.91,24.53,91.41,84.19,73.84,228.53,1
69.83,88.49,83.67,54.07,69.21,1034.64,0
98.67,13.84,96.64,61.14,76.08,1944.1,1
45.84,5.43,6.65,20.25,60.59,1523.73,0
9.28,70.44,24.33,7.71,46.02,1555.38,0
56.2,45.33,30.09,69.23,44.89,1334.3,0
12.66,83.84,42.44,62.07,71.65,1808.91,0
75.15,7.46,47.31,83.23,37.7,1476.21,1
50.77,80.11,29.15,84.47,43.73,531.56,0
72.34,3.73,79.05,63.1,16.37,1008.97,0
86.94,2.81,22.32,53.84,67.96,820.6,1
62.89,46.13,69.65,91.4,7.69,347.47,0
61.24,22.13,85.18,80.13,99.05,460.31,1
75.46,59.37,60.37,88.24,14.37,584.61,0
84.25,2.58,35.42,99.58,38.3,363.81,1
86.91,3.54,18.79,40.35,23.78,450.27,0
3.64,72.71,13.43,71.69,29.07,1834.46,0
55.62,21.02,74.42,68.81,32.25,699.61,0
21.63,65.64,46.91,17.41,71.83,1658.48,0
86.03,74.99,4.63,63.65,17.67,147.49,0
64.84,5.93,98.38,42.81,26.39,1963.98,1
42.02,76.98,67.13,45.06,10.12,1534.29,0
18.81,26.84,84.42,18.01,33.15,1815.3,0
33.9,38.95,43.82,74.47,94.12,1061.3,0
70.38,8.66,95.54,69.79,38.01,1276.39,1
20.44,83.86,19.95,53.23,77.73,734.42,0
9.36,56.07,18.51,15.67,46.17,875.42,0
88.8,50.47,89.03,55.69,44.96,1506.47,1
76.42,96.86,89.17,10.01,82.4,118.94,0
19.98,33.45,49.9,33.94,2.68,92.37,0
29.23,89.08,12.58,37.24,86.49,1752.34,0
97.21,71.97,30.52,88.34,48.52,237.82,1
70.82,92.85,75.42,41.56,35.11,1447.64,0
61.05,90.78,84.6,59.85,90.68,415.09,0
30.76,99.1,34.77,87.48,33.99,745.09,0
29.91,13.17,6.12,42.58,97.77,601.23,0
3.95,79.6,66.57,88.37,93.64,990.86,0
72.85,80.45,73.95,13.65,26.79,1656.79,0
4.32,64.44,42.4,36.48,34.06,1753.56,0
0.49,27.89,58.31,9.47,81.22,459.65,0
72.95,96.51,98.74,56.09,19.56,688.54,0
94.89,20.44,24.5,95.73,73.2,1677.1,1
75.65,49.96,57.3,65.7,12.92,197.48,0
47.16,52.15,61.1,62.61,20.56,251.46,0
48.6,16.18,54.91,27.82,50.05,969.57,0
43.61,72.25,86.91,93.11,74.59,1584.49,0
32.46,8.89,60.5,47.15,73.94,685.23,0
52.17,69.31,50.79,26.7,60.89,157.48,0
43.12,84.86,12.3,98.77,27.21,1936.38,0
59.82,34.94,70.32,42.31,41.54,1879.04,0
89.81,70.94,13.21,37.15,24.62,1310.76,0
99.5,15.68,2.66,3.5,27.7,1370.12,0
7.87,84.59,48.85,17.83,32.32,1868.72,0
38.47,95.2,57.24,80.92,59.88,1294.85,0
18.07,15.27,99.91,48.27,20.76,1581.06,0
35.21,69.19,71.23,95.49,4.26,937.76,0
28.75,50.58,84.86,8.39,69.25,471.45,0
17.45,53.15,34.64,61.59,2.18,1668.41,0
76.41,70.65,50.89,72.0,97.08,1375.08,1
49.63,48.87,97.43,62.12,35.03,593.33,0
91.92,60.03,41.74,52.99,0.66,1254.09,0
3.26,23.09,80.73,57.83,88.46,1636.64,0
6.7,37.85,52.6,68.95,59.98,555.28,0
40.33,86.52,22.4,86.33,81.74,1540.94,0
8.03,10.99,58.04,33.63,43.5,163.24,0
26.27,59.76,21.81,45.97,35.42,1257.4,0
98.6,18.43,0.3,63.59,65.52,1997.89,1
20.9,84.65,23.59,31.42,40.6,1735.42,0
19.81,57.9,19.31,17.88,55.62,1753.8,0
57.36,40.3,37.09,96.62,27.78,1367.11,0
49.8,24.98,88.86,19.47,33.26,933.15,0
58.04,43.68,38.79,23.27,8.22,1360.89,0
37.67,95.76,84.52,61.87,78.14,655.96,0
82.68,50.92,55.56,7.74,34.89,1114.48,0
13.86,46.95,0.76,3.4,97.5,1088.57,0
42.84,74.63,18.87,6.4,25.98,1096.59,0
68.98,37.9,93.13,12.33,47.51,835.74,0
86.82,42.74,60.42,42.92,30.55,718.55,0
36.96,33.69,92.95,82.93,69.39,674.1,0
56.77,15.09,31.01,34.2,80.84,464.97,0
6.91,71.38,71.66,42.75,48.7,888.32,0
17.03,87.3,77.2,60.03,36.69,253.14,0
6.91,90.56,97.57,30.21,74.48,1805.12,0
72.79,88.08,1.82,43.25,19.15,157.97,0
28.81,45.18,95.22,38.63,59.95,1678.09,0
72.37,28.41,39.16,34.19,73.36,497.67,0
6.64,63.79,83.8,38.84,26.93,1709.37,0
86.25,95.47,54.47,1.11,65.57,1446.13,0
83.55,72.71,56.46,88.63,73.52,1843.53,1
8.89,49.48,35.94,97.73,11.74,1743.06,0
2.38,68.88,82.85,86.25,32.39,1408.15,0
5.63,77.25,26.4,0.57,40.63,320.32,0
85.36,91.93,49.22,75.09,77.6,1107.11,1
23.47,76.32,56.02,57.31,56.75,692.86,0
54.83,43.32,74.25,9.42,44.96,1773.84,0
42.62,27.36,47.16,93.29,31.88,1747.01,0
79.55,49.99,68.03,77.62,0.41,641.79,0
48.89,32.82,48.53,14.53,2.02,1349.97,0
50.07,94.28,65.93,96.4,24.04,689.8,0
98.91,50.8,67.41,12.62,11.67,1362.82,0
15.01,47.21,70.94,45.47,11.96,1235.46,0
83.07,34.82,82.33,15.9,60.27,1031.68,1
5.17,63.94,54.07,15.02,60.55,1759.24,0
47.76,52.01,19.33,96.78,4.48,507.18,0
88.63,12.9,67.96,57.21,59.39,1598.98,1
66.52,86.92,7.71,25.92,14.58,1385.23,0
68.52,35.9,21.9,77.64,37.72,576.91,0
26.33,43.26,79.22,87.52,98.97,854.94,1
41.86,20.57,43.51,91.76,52.2,156.65,0
36.66,55.34,49.8,93.3,3.42,1203.2,0
52.14,70.21,98.74,90.56,34.77,1778.02,0
46.22,88.12,23.52,63.89,67.09,253.28,0
32.69,5.16,1.96,34.25,22.46,281.36,0
30.55,97.33,11.14,92.56,96.44,959.64,0
25.09,70.38,24.45,12.25,42.53,576.84,0
36.5,28.43,72.59,16.88,2.11,568.32,0
14.99,20.45,77.58,43.38,54.06,1284.57,0
87.21,29.61,56.55,28.37,67.62,832.31,1
60.21,87.57,25.5,61.57,45.6,1692.4,0
13.38,29.14,52.17,90.53,92.82,869.23,0
69.39,46.28,1.5,49.1,90.19,1238.25,1
84.77,70.57,68.18,55.39,13.9,807.82,0
23.75,87.2,61.43,42.31,7.99,526.93,0
15.06,65.86,2.18,70.76,31.23,953.24,0
0.86,75.31,81.7,10.07,60.81,1446.55,0
4.73,17.33,76.34,4.86,60.16,1906.56,0
76.23,87.74,30.82,64.13,27.16,103.49,0
98.72,27.57,63.54,53.49,95.11,1073.02,1
4.49,12.84,60.15,40.74,30.73,1279.21,0
74.81,97.62,14.32,33.4,80.42,189.73,0
7.19,20.16,19.33,5.18,83.2,1661.76,0
59.21,13.67,68.32,68.06,9.84,566.38,0
75.61,62.6,93.36,42.15,23.26,1752.33,0
35.92,31.89,57.63,44.53,21.52,1114.16,0
1.09,13.33,56.78,89.34,91.97,321.12,0
59.52,60.11,64.67,73.75,35.11,1483.66,0
99.12,75.9,44.06,21.94,83.65,331.31,1
25.76,79.32,5.42,65.72,47.8,1446.35,0
18.95,15.55,39.65,13.23,45.72,1620.23,0
12.39,55.69,90.03,19.41,90.34,1159.55,0
55.53,81.37,80.49,71.41,44.09,556.76,0
59.64,16.11,92.74,12.59,74.49,885.93,0
79.23,20.77,15.28,28.02,42.44,1065.48,0
75.31,0.24,50.6,89.81,10.19,1338.25,1
89.25,52.46,58.47,73.83,5.31,1275.17,0
80.58,19.47,20.99,92.95,20.82,812.84,0
24.73,72.42,20.1,88.18,72.23,1521.17,0
55.59,96.22,78.2,31.26,37.36,1547.4,0
29.74,20.88,67.19,63.24,45.41,1398.74,0
32.98,64.91,64.72,37.87,10.19,558.87,0
93.19,21.18,26.7,69.71,62.3,949.4,1
68.19,1.8,50.68,34.85,80.34,876.86,1
97.46,75.86,2.31,0.13,62.47,1637.25,0
41.69,43.4,12.99,9.39,98.46,1620.2,0
53.74,94.68,51.83,77.1,1.63,1734.84,0
48.71,53.43,30.97,8.4,1.57,477.73,0
10.73,15.75,96.57,59.94,50.0,1501.94,0
23.67,44.98,47.15,85.78,26.64,1743.39,0
52.76,20.29,8.36,74.11,68.65,349.65,0
6.74,87.8,1.78,41.34,79.32,99.08,0
93.15,69.09,72.53,20.86,10.24,228.91,0
12.38,34.12,17.15,92.25,91.73,1220.28,0
19.8,52.78,18.78,56.64,2.99,854.86,0
76.53,66.95,42.38,40.54,68.84,406.2,0
9.69,78.29,26.41,94.21,38.45,1066.04,0
90.03,8.01,61.66,21.5,66.74,1575.33,1
72.57,2.25,48.57,44.23,9.76,1714.52,0
6.86,11.45,11.15,10.86,93.71,1508.41,0
69.18,39.5,78.47,12.49,93.74,1773.31,1
63.16,46.67,42.59,39.86,51.94,1216.29,0
75.73,13.65,61.08,69.97,50.96,1677.41,1
82.82,41.12,0.39,33.89,63.48,846.03,0
71.84,44.16,62.64,68.96,58.01,1707.91,1
58.62,10.91,28.28,80.52,54.35,1793.71,0
32.25,91.67,49.44,87.76,58.92,1379.09,0
69.73,59.91,29.77,4.47,85.86,873.47,0
95.7,38.85,99.63,77.37,61.11,577.71,1
58.75,50.69,23.08,14.71,19.58,663.86,0
66.43,31.42,91.29,69.83,91.39,282.06,1
43.71,85.43,91.8,37.17,21.6,113.38,0
75.61,57.5,42.1,70.78,16.52,840.55,0
99.77,49.49,30.4,21.38,99.71,104.48,1
16.04,91.09,38.1,64.5,21.34,1763.56,0
20.24,83.8,98.93,12.55,10.01,1306.92,0
53.94,81.28,61.88,16.97,56.2,1690.46,0
48.14,22.56,54.48,61.45,82.72,899.94,1
57.16,15.31,3.59,33.68,6.08,463.43,0
4.91,69.01,84.78,70.38,49.01,594.75,0
40.43,46.86,8.38,68.52,6.85,1712.37,0
58.3,68.37,4.7,62.16,42.87,261.35,0
58.52,76.06,27.49,73.05,34.4,1402.57,0
65.73,29.53,47.58,79.39,13.71,466.87,0
72.02,28.47,89.53,91.14,93.1,719.28,1
64.15,49.08,79.01,8.05,63.49,26.03,0
79.02,27.35,19.76,57.15,84.31,968.6,1
62.48,66.73,37.21,74.88,90.59,274.14,0
53.75,74.67,78.02,21.69,93.02,1722.1,0
60.62,47.2,52.71,26.36,74.81,213.5,0
10.12,72.38,17.45,26.7,30.69,515.73,0
27.32,51.04,39.61,57.23,82.89,49.3,0
52.74,71.29,62.59,36.62,52.02,1985.9,0
87.3,22.5,97.32,66.61,27.17,1290.05,1
67.91,73.88,66.18,61.02,38.58,1294.28,0
9.04,71.51,1.62,65.71,30.12,1047.34,0
59.23,26.66,70.5,25.23,46.62,1738.75,0
22.17,55.6,25.09,76.74,78.13,305.49,0
73.4,85.53,86.22,66.4,48.49,1589.85,0
82.74,24.95,38.39,13.06,26.79,1618.1,0
59.35,73.6,19.96,20.02,8.74,91.53,0
59.14,95.4,46.79,30.1,85.58,282.7,0
33.86,86.62,25.52,93.6,41.74,1103.35,0
44.63,40.15,23.58,32.63,44.19,198.58,0
86.41,60.72,57.33,1.99,76.37,579.09,0
72.33,99.18,76.73,14.16,84.97,819.27,0
51.98,56.84,83.5,3.22,51.11,331.29,0
36.82,11.5,39.77,40.28,63.24,1414.21,0
5.04,4.54,6.68,79.72,23.92,1000.22,0
14.3,79.03,48.4,45.04,93.51,1286.84,0
19.3,42.36,43.38,83.9,56.79,959.11,0
37.34,24.68,19.7,4.75,71.96,836.72,0
94.41,34.77,89.61,46.97,11.42,994.93,0
50.52,75.74,97.41,78.71,63.69,1801.04,0
23.48,46.52,5.17,67.47,36.89,804.16,0
10.58,86.85,79.57,85.28,45.01,1291.68,0
33.83,73.49,64.57,27.38,68.22,1671.25,0
81.57,97.4,26.14,50.09,79.63,1249.75,0
38.33,88.85,63.52,67.69,34.94,467.61,0
77.25,25.45,12.86,16.85,87.32,261.48,0
80.27,65.91,6.94,81.58,21.9,1189.94,0
11.08,2.05,99.35,31.15,56.29,1460.24,0
60.87,99.11,63.64,9.33,15.13,1542.1,0
95.91,26.1,25.32,76.57,28.92,1393.73,0
40.21,66.48,45.0,70.5,89.54,26.84,0
5.09,84.92,95.01,88.37,1.16,1552.2,0
92.33,16.05,43.87,89.21,91.56,1217.15,1
88.37,84.79,90.04,27.85,32.84,1976.6,0
52.21,1.22,86.88,64.14,69.58,1533.88,1
55.23,44.2,34.42,99.91,9.17,871.81,0
21.17,47.2,69.6,24.38,64.13,1358.78,0
81.95,37.41,66.05,47.29,90.95,1239.55,1
49.86,58.64,77.12,91.02,55.52,688.04,0
3.39,91.48,36.59,10.31,36.21,1076.39,0
68.3,32.7,5.22,92.82,79.36,424.67,1
95.05,57.93,17.1,48.82,71.27,193.9,0
82.92,87.75,61.66,89.3,11.77,1471.39,0
27.72,77.3,77.51,62.14,66.57,780.57,0
5.33,4.07,75.6,67.14,66.47,1516.31,0
94.04,94.28,58.37,77.3,75.19,986.91,0
93.71,4.66,8.48,6.71,31.63,1623.38,0
53.24,58.88,1.73,62.78,40.13,1484.43,0
64.23,57.54,78.21,92.39,96.0,1532.98,1
46.26,78.64,54.94,95.61,57.35,870.08,0
41.98,14.84,78.27,96.83,50.85,1923.13,1
11.94,17.94,16.28,64.58,98.68,822.4,0
9.68,75.21,40.74,63.33,22.96,1590.42,0
23.27,14.95,91.92,55.25,39.79,989.39,0
83.66,46.94,17.16,60.76,75.99,485.47,0
14.58,73.16,6.15,61.21,71.31,1265.25,0
22.67,65.12,65.35,4.24,96.67,948.84,0
54.86,21.06,59.45,8.89,65.43,542.86,0
21.51,30.4,95.2,61.94,31.31,777.41,0
16.32,96.9,90.65,31.42,39.77,336.68,0
56.33,44.87,74.94,30.14,8.97,1974.35,0
36.81,4.45,1.92,19.34,92.37,1293.5,0
62.62,21.96,48.04,80.11,12.87,363.62,0
91.22,34.24,89.61,96.43,54.57,1533.88,1
15.1,99.95,43.37,62.78,40.14,1211.72,0
91.34,30.27,96.21,94.54,13.42,1450.65,1
90.25,2.64,65.25,88.39,29.3,1177.28,1
82.91,51.29,10.95,21.79,63.36,139.73,0
63.13,8.36,50.93,15.35,3.13,422.41,0
62.01,27.41,69.56,21.16,96.6,1542.11,1
63.92,99.24,6.54,9.62,90.91,1513.61,0
69.05,70.46,34.46,58.29,8.46,1512.67,0
1.65,5.07,71.71,28.27,86.84,50.13,0
95.81,44.87,15.71,91.29,32.86,1614.2,0
58.56,17.16,34.83,61.34,6.75,889.47,0
78.15,12.29,68.99,35.96,30.61,1393.45,1
37.73,58.71,77.55,98.46,80.89,558.72,0
1.24,50.57,51.85,95.32,66.58,1543.67,0
50.97,74.29,95.69,77.86,23.86,1964.92,0
50.72,89.23,92.53,79.17,71.92,522.01,0
43.7,24.67,47.34,97.73,70.78,1572.71,1
33.97,92.3,16.03,60.05,74.29,1217.8,0
24.98,51.8,77.29,88.0,54.07,560.73,0
52.75,25.88,24.31,6.48,81.89,602.83,0
37.53,84.58,84.28,55.41,64.14,1468.64,0
96.99,3.55,58.71,50.25,12.54,583.01,1
17.29,55.95,39.41,3.77,81.03,114.63,0
31.97,72.16,55.64,8.7,32.38,1750.44,0
29.4,28.0,53.28,2.18,70.5,1186.12,0
54.33,86.35,92.47,29.4,67.51,1521.78,0
49.93,24.03,21.44,5.35,33.59,1214.38,0
64.37,83.99,92.82,42.32,16.17,1042.59,0
95.0,7.85,3.13,81.27,69.5,1544.57,1
28.52,15.99,76.92,61.38,84.9,83.67,1
69.28,38.1,91.97,67.38,83.82,637.54,1
2.5,85.41,39.41,3.15,62.65,1262.39,0
26.24,14.46,7.31,83.95,22.74,1889.07,0
46.37,87.54,80.47,14.62,31.62,799.43,0
3.1,22.97,84.29,30.27,75.46,1951.08,0
61.77,45.25,33.63,51.68,41.09,1515.46,0
67.83,35.27,51.86,93.0,73.25,980.09,1
74.67,11.81,80.95,99.81,30.94,869.73,1
51.66,94.43,19.2,78.27,0.63,276.3,0
60.39,43.82,62.9,72.93,60.35,1238.08,0
39.61,69.03,43.06,52.77,60.09,123.66,0
4.13,57.53,17.44,66.56,62.76,869.57,0
10.0,50.17,83.14,14.44,26.82,490.66,0
65.5,61.66,32.47,26.92,81.11,1913.45,0
99.56,89.83,93.44,98.46,48.75,739.26,1
1.58,69.93,56.89,97.96,76.24,988.72,0
55.76,53.25,51.45,32.3,61.11,763.48,0
75.1,64.52,42.33,24.1,41.61,291.68,0
82.68,60.64,40.07,22.95,67.96,718.11,0
54.52,43.31,81.8,48.49,57.5,1562.42,0
61.99,62.48,67.75,22.38,51.07,1249.97,0
69.67,44.36,77.37,64.85,64.86,886.08,0
85.9,75.76,42.11,7.48,8.59,1644.73,0
12.23,96.89,26.14,10.37,91.03,28.21,0
92.62,95.99,8.69,27.69,33.51,1656.67,0
2.6,82.07,77.67,77.74,22.47,137.88,0
83.62,60.18,41.53,32.33,77.18,1743.14,0
7.67,74.93,50.92,47.08,23.12,1896.19,0
19.46,17.8,46.93,65.66,99.58,1641.96,0
0.39,47.9,43.11,78.85,42.05,58.8,0
44.53,25.73,68.39,30.71,29.66,1061.89,0
33.44,0.35,60.87,73.1,6.21,1661.02,0
16.6,96.67,97.21,28.61,4.18,1099.13,0
45.11,86.38,13.89,64.45,9.51,732.67,0
40.24,51.37,57.35,45.09,0.5,951.98,0
76.77,25.42,6.32,92.66,32.71,179.77,0
89.31,69.3,80.79,98.21,31.05,1002.7,0
65.26,43.48,61.63,77.41,43.01,75.14,0
12.44,80.33,42.84,91.55,23.29,1295.35,0
29.54,99.95,80.22,13.65,6.27,793.1,0
91.33,34.91,45.5,65.45,7.12,398.86,0
8.87,24.44,22.78,19.84,18.21,54.42,0
40.69,26.74,47.25,27.7,31.66,1845.8,0
94.25,9.33,7.08,52.28,14.8,1121.51,0
95.07,39.4,89.79,74.2,36.51,1300.97,1
41.12,1.74,73.1,72.15,92.22,1563.13,1
66.74,11.44,76.03,86.95,26.16,1260.65,0
45.67,27.17,87.45,55.93,16.84,837.95,0
75.35,15.99,79.16,92.63,66.48,1262.62,1
3.16,73.22,43.19,88.79,49.09,519.98,0
14.42,10.56,11.86,84.91,4.73,1131.48,0
61.42,86.6,37.34,22.95,78.78,427.06,0
23.26,22.11,93.41,53.14,71.53,1836.5,0
66.61,10.86,94.91,73.62,97.73,1028.94,1
35.12,1.01,76.79,97.61,93.83,483.0,1
88.66,71.52,20.44,1.16,58.42,1286.47,0
81.93,25.66,19.44,32.71,68.6,198.83,0
49.28,50.95,87.98,34.24,40.95,879.36,0
77.29,11.16,14.19,28.85,88.85,1734.61,1
27.11,98.53,58.41,81.74,55.28,1540.36,0
49.43,12.54,37.83,4.51,32.56,1412.81,0
19.75,41.19,30.2,35.94,0.95,951.79,0
86.09,85.16,67.74,71.17,58.64,904.82,0
82.31,24.49,95.96,40.67,52.54,42.39,1
90.21,26.7,77.76,14.41,81.19,1208.08,1
87.75,80.85,48.62,61.09,18.7,1162.48,0
95.96,27.33,44.07,52.26,81.54,30.45,1
22.83,0.29,90.77,98.18,1.53,291.35,0
93.18,42.79,57.81,74.85,58.73,44.62,1
57.12,1.25,49.66,98.62,39.69,521.29,1
42.25,90.98,68.28,18.64,33.15,27.63,0
56.04,64.18,23.72,76.16,43.33,846.39,0
34.26,58.3,6.37,55.16,22.36,963.26,0
28.86,20.16,85.51,71.25,18.34,885.42,0
